PCCDB-ID,SMILES
221662,COc1ccccc1[C@@H]1O[C@@H]([C@H](O1)C)C
221663,COc1ccc(cc1)[C@@H]1O[C@@H]([C@H](O1)C)C
221664,CC[C@H](OC(=O)[C@@H](c1ccccc1)O)C
221666,O=C(C1CCCCC1)OC1CCCC1
221667,CCC[C@H]1O[C@@H](/C=C/C)OC[C@H]1CC
221668,CC[C@@]1(C)OCC([C@H](O1)C(C)C)(C)C
221669,CCC[C@H]1O[C@@](C)(CC)OC[C@H]1CC
221670,CCCCCC[C@@H]1O[C@H](C)C[C@H](O1)C
221671,CCCC[C@H](CC[C@H](OC=O)C)CC
221672,C=CCOC(=O)/C=C/c1ccccc1OC
221673,C=CC[C@@H](c1ccc2c(c1)OCO2)OC(=O)C
221674,O=C(Cc1ccccc1)OC1CCCC1
221677,C[C@@H]1C[C@@H](C)O[C@@](O1)(C)c1ccccc1
221682,CCCC[C@]1(CC)CO[C@@H](OC1)/C=C/C
221683,CCC[C@H]1OC2(CCCC2)OC[C@H]1CC
221684,CCCC[C@]1(CC)CO[C@@H](OC1)CCC
221685,CCCC[C@]1(CC)CO[C@](OC1)(C)CC
221686,CCC[C@H]1O[C@@](C)(CCC)OC[C@H]1CC
221687,CCCCCC[C@@H]1O[C@H](C)CC(O1)(C)C
221688,CCCCCC(=O)O[C@H](CCCC)CC
221689,CCCCCCC(OCCC)OCCC
221690,CCOc1ccccc1C(=O)OC1CCCC1
221693,CC(=O)OCCOc1ccc(cc1)C(C)(C)C
221694,CCCCCCOC(=O)COc1ccccc1
221734,COCC(=O)CC(=O)C
221739,CC(C(OCC(=C)C)OCC(=C)C)C
221740,CC[C@H]([C@@H]1CC[C@H](CC1)OC(=O)C)C
221741,CCCC(=O)Oc1ccc(cc1)C(C)C
221742,CCC(=O)O[C@@H]1CC[C@H](CC1)[C@@H](CC)C
221743,CCC(=O)O[C@@H]1CCCC[C@@H]1[C@@H](CC)C
221747,CCCCCc1ccc(cc1OC(=O)CC)C
221748,CC(=O)Oc1c(cccc1C(C)(C)C)C(C)C
221749,CCCC(=O)Oc1cc(C)ccc1C(C)(C)C
221750,CCCC(=O)Oc1ccc(cc1C)C(C)(C)C
221752,CCC(=O)O[C@@H]1CC[C@H](CC1)C1CCCCC1
221753,CCC(=O)O[C@@H]1CCCC[C@@H]1C1CCCCC1
221763,CCOCCOC(=O)OCCOCC
221764,CCOc1ccc(c(c1)O)C(=O)OCC
221778,CCCC[C@H](OC(=O)Cc1ccccc1)CC
221779,C[C@@H]1SC(=[N]=C1O)[NH]
221780,CCO/C=C/C(=O)OCC
221781,CCOC(=O)/C=C(/C(=O)OCC)OCC
221782,OCC1(CO)CCCC(C1=O)(CO)CO
221791,OC(=N)N/N=C/1CCCC[C@@H]1C
221792,C=C/C(=Nc1ccccc1)/O
221794,C#CCO/C(=Nc1ccccc1)/O
221799,CCC/N=C(c1cccc(c1)N(=O)=O)/O
221800,CCOC(=O)C(=O)NNc1ccccc1
221801,CCC/C(=NC1CCCCC1)/O
221814,CCCC(=O)Nc1ccc(cc1)OCC
221815,COc1cc(OC)ccc1/N=C(OC(C)C)/O
221832,N#CCCc1c(O)ccc2c1cccc2
221837,CC(CCN(c1ccccc1)C(=O)C)C
221838,CCCC[C@H](/N=C(c1ccccc1)/O)C
221853,N#CCCC(C(=O)c1ccccc1)(CCC#N)C
221881,CC[C@]1(C)O[C@@H]([C@H](O1)C)C
221882,C[C@@H](c1ccc2c(c1)OCO2)O
221884,C/C=C/C1OCC(CO1)(C)C
221886,CCC[C@@H]1O[C@H](C)C[C@H](O1)C
221887,CCCC1OCC(CO1)(C)C
221893,OCCCc1ccc(cc1)C
221894,C[C@@H]1CC[C@]2(CC1)OC[C@H](O2)C
221895,CC1CCC2(CC1)OCCCO2
221905,CCOc1cccc(c1)C(=O)OCC
221906,CCC[C@@H](c1ccccc1C)O
221907,CCOC(c1ccccc1C)OCC
221909,CCOC(=O)CC1(C)OCC(CO1)(C)C
221912,CC(=O)OCCOCc1ccc2c(c1)OCO2
221917,CCC[C@H]1OC[C@H]([C@H](O1)CCC)CC
221918,CCCCOCCOC(=O)CCCCC
221920,CC(=O)O[C@H](c1ccc2c(c1)OCO2)C(C)C
221921,CCC[C@@H](c1ccc2c(c1)OCO2)OC(=O)C
221922,COC(=O)Cc1cc(COC(=O)C)ccc1C
221925,C[C@@H]1CCO[C@@](O1)(C)Cc1ccccc1
221926,C[C@H]1O[C@](O[C@@H]1C)(C)Cc1ccccc1
221940,CCC[C@H]1O[C@H](OC[C@H]1CC)c1ccccc1
221942,O=C(OC1CCCC1)CCCC1CCCCC1
221961,C/N=C(C(C)C)/O
221962,OCC/N=C(C(C)C)/O
221967,CCC/C(=NC(C)(C)C)/O
221968,CCCC/N=C(C(C)C)/O
221969,CC[C@H](/N=C(C(C)C)/O)C
221972,O=N(=O)C1(C)COC2(OC1)CCCC2
221973,CC/C(=NCCCOC(C)C)/O
221974,CC1(COC2(OC1)CCCCC2)N(=O)=O
