PCCDB-ID,SMILES
231920,Oc1ncc(c2c1cccc2)O
231926,O=CN(CCC/N=C/O)CCC/N=C/O
231928,OC[C@]1(C)CC[C@H](C1)C(C)C
231930,OCCC1(C)CCCCC1
231931,CC[C@@](C1CC1)(O)C
231935,N=c1cc(C)c2c([nH]1)cccc2
231937,CCC(N/C(=NC(=N)O)/O)(C)C
231938,C=COCCN1CCOCC1
231939,OCN1CCOCC1
231942,CC/C(=Cc1ccc(c(c1)OC)OC)/N(=O)=O
231951,Cn1c2CCCCc2c(=O)c2c1cccc2
231954,N/N=C(c1cc2c([nH]1)cccc2)/O
231962,OC1=NC(=O)N(C(=O)C1)C(C)C
231964,CCc1c(C)[nH]c2c1cc(cc2)N(=O)=O
231970,CCOC(=O)CC1OCCO1
231971,OCCC1OCCO1
231972,C1CC2(OCCO2)CC2(C1)OCCO2
231974,OCCC1OCCCO1
231979,OC(=O)[C@@H]1CC[C@H]2C[C@@H]1C2(C)C
231981,OC(=O)CCc1cccc2c1OCO2
231984,Cc1cc(C(=O)O)c(c(c1)N(=O)=O)N
231985,CN(CCC(=O)C1CC1)C
231986,CCOC(=O)[C@H]([C@H](O)C)CC
231987,COc1ccc2c(c1OC)C(=O)N=C2O
231989,[O][N]N(c1c(C)cc(c(c1C)N(N=O)C)C)C
231990,CN(CC(C(=O)C1CC1)CN(C)C)C
231993,CCCCCCc1cc(O)cc(c1)O
231999,N#C/C(=Nc1ccccc1)/c1ccccc1
232025,CCCCCOCC#N
232029,C=CCSc1ccc(cc1)C
232030,C=CCSCc1ccccc1
232060,C[C@@H]1CC[C@@](CC1)(CC(=O)O)C(=O)O
232061,Cc1ccc(c(c1)/N=C(/O)C)/N=C(/O)C
232063,C=CC(=O)c1c(C)cc(cc1C)C
232070,COc1ccc2c(c1)ccc(c2)/N=C(/O)C
232072,C/C(=Nc1c(C)cc(c(c1C)/N=C(/O)C)C)/O
232075,Cc1c(C)c(C(=O)C)c(c(c1C)C(=O)C)C
232095,C[C@@H](CO/C(=NCc1ccccc1)/O)O
232097,CCOC(=O)C/N=C(/OC[C@H](O)C)O
232118,CN(CCC/N=C(OC[C@@H](O)C)/O)C
232119,C/N=C(/OC1CCCCC1)O
232124,CCCC/N=C(/OCCO)O
232130,O/C(=N/Nc1ccccc1)/CCC(=O)O
232140,CSC1=N[CH]c2c([N]1)[nH]c(n2)SC
232144,NCCCCCCN(CCO)CCO
232154,OCCC/N=C/c1ccccc1
232159,C[C@@H]1CS[S@@](O1)[O]
232161,OCn1nc(O)ccc1=O
232188,OC[C@@H]1CCc2c(C1)c(=N)[nH]c(=N)[nH]2
232191,N=c1[nH]cnc2c1CCC2
232192,C/N=c/[nH]c(=N)[nH]c2c1CCC2
232207,C=CCc1cc2OCOc2cc1OCC#C
232208,COc1cc2OCOc2cc1CC(=C)C
232210,CCOc1cc2OCOc2cc1CC=C
232218,CC(Oc1cc2OCOc2cc1CC(=C)C)C
232220,CCC1(CC)COC(OC1)[C@H]1CC=CC[C@@H]1C
232223,CCC1(CC)COC2(OC1)CCCC2
232224,CCC1(CC)COC(OC1)(C)c1ccccc1
232225,CCC1(CC)COC(OC1)c1ccc(cc1)C
232226,CCC1(CC)COC2(OC1)CCCCC2
232228,CC[C@@]1(OCC[C@H](O1)C)c1ccccc1
