PCCDB-ID,SMILES
171055,C(n1ccc(=O)o1)CC#N
171091,OC1=NC(=O)C2=C1C=CCC2
171154,O=N(=O)/C=N/Nc1ccccc1N(=O)=O
171199,O1C=C[C@H]2[C@H](C=C1)O2
171225,[O][N]c1cc(C=O)ccc1O
171233,C[C@@H](C[C@@H](Cc1cocc1)O)O
171237,CCOC(=O)C(=O)Cc1ccc(cc1)C(=[NH2])[NH]
171253,[N][N][C]1C(=O)C=Cc2c1cccc2
171265,CCSC[C@H]([C@H]([C@H](C=O)O)O)O
171269,OC(=O)C(Oc1ccccc1C)(C)C
171270,Cc1cccc(c1)OC(C(=O)O)(C)C
171274,OCN(c1scnn1)CO
171278,CCC1=C(C)[C@@](N=C1O)(C)O
171289,Oc1noc2c1CCNCC2
171294,CO[P@](/N=C(/O)C)([S])O
171311,C/C=C/SS/C=C/C
171333,OCC[C@@H](O[C@H](CCO)C)C
171341,OC(=O)[C@H]1[C@@H]2CC[C@]([C@H]1C(=O)O)(O2)C
171345,CCCCCCCCN([N]C)[O]
171375,C[C@@H](P(=O)(O)O)/N=C([C@@H](N)C)/O
171378,CCOC[C@H](OC(=O)C)C
171386,O=[S@](C[C@H](C(=O)O)N)CC[C@@H](C(=O)O)N
171399,CCN(C(=O)CCc1ccc(c(c1)O)O)CC
171401,CC1(C)CCS1
171407,[O][N][N][C](N(C)C)O
171416,NC[C@@H](c1ccc(c(c1)OC)OC)C
171417,CCOC(=O)Cn1cnc2c1cccc2
171420,OC1=CC=CC[C@]1(C)N
171473,CC(c1o[nH]c(=N)c1)(C)C
171474,O/C(=N/c1c(C)cccc1C)/NC(=[NH2])[NH]
171485,COC(=O)/C(=C/N)/C
171517,COP(=O)(OCC#C)OC
171518,C=C1OC1=O
171530,CCCCCCCC(=O)C=C
171540,N[C@H]1C=CC(C1)(c1ccccc1)c1ccccc1
171547,OC(=O)C(=O)C#C
171560,N[C@@H]1CC[C@H](CC1)C(=O)O
171580,O=C/C=C/CO[C@H]1CCCCO1
171582,CC(c1cc(cc(c1O)C(C)C)C(C)(C)C)C
171660,[NH]c1[nH]c(c2c1cc1ccccc1c2)[NH]
171673,C[C@@H](OC(=O)/C=C/C(=O)O)CC
171693,CCCN(C(=O)CC)[N][O]
171694,OCC[C@@H](OCC[C@@H](O)C)C
171705,C=CCCO/C=C/O/C=C/OCCC=C
171707,C=Cc1ccccc1CN(C)C
171723,COCCOCCC[Si](OC)(OC)OC
171728,OCCCOCC[C@@H]([C@H](OCCO)CO)O
171745,CCC[C@@H]([C@H](CO)C)O
171763,NCCCNCCCC(=O)O
171788,N#CC(=C)C(=O)OC[C@@H]1COC(O1)(C)C
171789,CCC1(COC(=O)C=C)COCOC1
171803,Cc1cccc(c1)Oc1ccccc1C
171824,C[C@H](N1NCCCOCC1)Cc1ccccc1
171857,C[C@@H](C(=O)N1CSC[C@H]1C(=O)O)CS
171892,O=C=Nc1ccc2c(c1N=C=O)C2
171905,C=COC(=O)CCCCCCC(C)C
171913,COCCO[Si](OCCOC)(C)C
171938,C=CC1=NC(C[C@@](O1)(C)O)(C)C
172026,O[C@H](C(=O)O)CC=C
172092,[CH]CCC(C)C
172142,COP(=O)(OP(=O)(O)O)OC
172363,OC(CN(C)C)O
172374,C[C@H](/C=C/C(=O)O)CC/C=C/C(=O)O
172423,O[C](C1CCC1)/N=C(/O)[NH]
172425,C[C@H](CC[C@]1(C)[C@H](C)CCCC1(C)C)O
172437,O=C/C=C/[C@@H]2CC[C@H](C1(C)C)C2
172501,C[C@H](CCC[C@@H](CC(C)C)C)O
172675,C[C@H]1OC(=O)c2c(C1)cc(cc2O)O
172705,OC(=O)/C=C(C(=O)O)/S
172798,CCCCC[C@H](OC(=O)C(CO)(CO)C)O
172806,CC(=CCCC1=CCCOC1)C
172807,CC(CC(=O)O[C@H]1C[C@H](C)CC[C@H]1C(=C)C)C
172821,CC(=C)[C@H]1CC[C@@H]2[C@H]1C(C)(C)CCCC2
172843,C[C@H]1OC(=O)CC(C1)(C)C
172844,CC[C@@H]1OC[C@]2(CO1)CC(=CC[C@@H]2C)C
172905,C[C@@H]1C[C@H](C[C@@H](C1)O)C[C@@H]1CC=C(C1(C)C)C
172912,C[C@H]1C=C(C)CC[C@@]1(C)C=O
172922,C[C@H]1CC(=C[C@@H](O1)[C@H]1[C@@H]2CC[C@H](C1(C)C)C2)C
172923,Cc1ccnc(n1)C(=O)C
172937,OC[C@@H]([C@@H]([C@@H](C(O)O)O)O)O
172944,CCC/C(=CC=C)/C(=O)O
173104,CCC(COC(=O)c1ccccc1)(CO)CO
173117,OC(=O)CCCCCCn1ccnc1
173136,OP(S)O
173173,OCCC=[C]
173215,CCCCCCC/C(=NCCCN)/O
173234,[NH]C1=[N]=C(c2c(N1)ncn2CC(=O)O)O
173244,CCN([C@@H]1CCc2c(C1)ccc(c2O)C)CC
173265,CCC[C@@H]1CO[C@@H](OC1)c1ccc(cc1)C#N
173274,C[C@@]12CNC[C@@H](CC1)C(O2)(C)C
173282,Cc1cnc(n(c1=O)CCC(=O)O)O
173313,C#CC[N](Cc1ccccc1)([O])C
173489,CC(=O)O[C@@H]1[C@]2(C)CCC[C@@]1(C)CC2
173520,CC(Nc1ncc(cn1)O)C
173530,CC/C=C/CCOC(=O)/C(=C/CC)/C
173532,CCCCC[C@H]1[C@H](C)CC[C@H]1O
173533,CCCCC[C@H]1[C@H](C)CC[C@H]1OC(=O)C
173535,CC(=CCOC(=O)C(C)C)C
173536,CCCCC(=O)C1=C(C)CCCC1(C)C
173547,CNC(=N)SCCCN
173564,OC(=O)[C@H](c1c(C)onc1O)N
173568,CCC[C@@H](CSC(=[NH2])[NH])N
173597,N[C@H]1C[C@H]2C[C@@H]1C=C2
173610,COc1cccc(c1C(=N)O)O
173627,OC(=O)[C@H](Cc1c[nH]c2c1cc(O)c(c2)O)N
173631,[NH]C1=Nc2c([C](N1)N)nn[nH]2
173641,CN(Cc1onc(c1)O)C
173690,CSC[C@H]1N=[C](=[N]=C1O)O
173719,CCC[C@@H](C(=O)CC)C(=O)O
173730,O=N(=O)c1n[nH]nn1
173741,NNc1ccc(c(c1)C)C
173743,Cc1ccccc1C1=N[C](N[N]1)c1ccccc1
173747,Nc1cc(cnc1)C(=N)O
173780,C[C]1N[N]C(=N1)CCN
173802,CCCCCCOC(=O)COC(=O)C(=C)C#N
173820,C=CC/C=C/CC=C
173840,CCCC(=C)O
173844,N[C@H]([C@@H](C(=O)O)O)CC(C)C
173854,CC[Si](n1cncc1)(C)C
173872,CCCCOc1ccc(nc1)C(=O)O
173882,C=CCn1c(C)cc(=O)n(c1=O)CC=C
173956,Oc1cccnc1C(C)(C)C
173957,Cc1ccc(c(n1)C(C)(C)C)O
174052,ON[C@@H](C(=O)O)Cc1ccc(cc1)O
174054,Cn1c(=O)nc2n(c1=O)nc(s2)C(C)(C)C
174070,N#CC1=C(c2c(C1=O)cccc2)C1(C)CCCC1
174073,OCCOC(=O)c1ccc(cc1)C(=O)O
174080,CCCCCC/C=C/CCCCCC=O
174127,COc1ccc(cc1)C(=O)N1CC[C@H](C1=O)O
174149,OC[C@H](C(=O)CCC(=O)O)N
174175,OCCCP([C@@H](CC)C)CCCO
174209,C=CC[C@H](/C=C(/C=O)C)C
174247,C=C/C(=C/CC(C(=O)C(C)C)(C)C)/C
174255,PC[C@H](CC(C)(C)C)C
174293,CCC[C@@H]1CC[C@H](CC1)c1ccc(cc1)CC
174404,O[Si](CCCO[P@@](=O)(O)C)(O)O
174410,CC/C=C/[C@@](CC=C(C)C)(CO)CC
174418,CSC(C(=O)C)(SC)C
174452,OC[C@H](CN1CCCC1)O
174508,O[C@@H]1CC[C@@H]2[C@H]([C@H]1O)O2
174509,CNCCNCCO
174510,CCCCN[C@H](CO)C
174511,CCCNC[C@@H](C=C)O
174512,C[C@@H](NCCN)O
174513,CNC/C=C/CN
174535,CCC(CN(C)C)CC
174560,OCCSCCn1cnc(c2c1ncn2)N
174572,Nc1ccc(cc1)Oc1cc(C)cc(c1)C
174577,O/C(=N/C[C@@H](C(=O)O)N)/CC[C@@H](C(=O)O)N
174623,CCOP(OCC)(OCCC(=C)C)[S]
174634,NC[C@@H](CO)N
174670,C[C@@H]1CN(N=O)C[C@@H]([C@@H]1C)C
174683,OC[C@](c1ccc(cc1)C)(O)C
174703,OC1=[N]=[C](=N[C@]1(C1CC1)c1ccccc1)O
