PCCDB-ID,SMILES
282182,CN1CC[C@@H]2N([C@H](C1)CC2)C
282183,CC1=C[C@H](C)C(=O)N(C(=C1)C)C
282192,CN([C@@H]1CCC/C=CC(=O)N(C1)C)C
282195,C1CC[C@@H](OC1)O[C@@H]1C[C@]23[C@@](C1)(C3)CC=CC2
282206,CN([C@H]1[C@@H]2[C@@H](C1(C)C)CS2(=O)=O)C
282212,CC1=CC=C[C@H](C(=N1)O)C
282214,O=C1C(C)(C)SC1(C)C
282219,O=C1CCc2c1c(O)c(cc2)C
282230,OCCC#CCCO[C@H]1CCCCO1
282231,O=S1(=O)[C@@H]2CCC[C@H]1CCC2
282243,O=C1C[C@@H]2CCC[C@H](C1)S2
282250,CN1[C@@H]2CCC[C@@H]1CC(=NC2)O
282258,CN1[C@@H]2CC(=NC[C@H]1[C@@H]1C[C@H]2CC1)O
282261,CN([C@H]1CCCC[CH][CH]/C(=NC1)/O)C
282262,O=C1O[C@@H]2[C@H](O1)[C@H]1CC[C@@H]2C=C1
282263,OC1=NC[C@@H]2N(C1)CCCC2
282269,CCN(c1ccc(cc1)C=O)Cc1ccccc1
282276,C(CCCC1=NCCO1)CCCC1=NCCO1
282281,[NH]C1=[N]=c2c(=C(N1)N)ncnn2
282283,OCC[C@@H]1NCC=C1
282285,O=CCC1=C(O)c2c(C(=O)C1=O)cccc2
282307,CC/N=C([N]C1=N[CH]NN1)/O
282310,C[N]/C(=N/C1=N[CH]NN1)/O
282314,COc1ccc(cc1)NC(=O)[N]C1=N[CH]NN1
282317,O/C(=NC1=N[CH]NN1)/[N]c1ccccc1
282326,CN1[N][CH]CC1(c1ccccc1)c1ccccc1
282333,N#Cc1ccccc1[C]1NC(=N)NC(=N1)[NH]
282353,Cc1nnc(n(c1=O)/N=C/c1cccs1)O
282359,N#CC[C@@H]1CCc2c(C1)c1ccccc1[nH]2
282363,O=C1[C@@H]2C[C@H]2Cc2c1[nH]c1c2cccc1
282367,CCc1cnc(c(c1)C#N)O
282369,NCC[C@@H]1CCc2c(C1)c1ccccc1[nH]2
282377,OC(=O)/C=C/c1cc2c(n1C)cccc2
282378,OC(=O)/C=C/c1cn(c2c1cccc2)C
282393,OC[C@@H]1CCN1C(C)(C)C
282394,OC[C@@H]1CCN1C(C)C
282395,NC[C@@H]1CCN1C(C)(C)C
282397,Cn1cc(cc1c1ccccc1)c1ccccc1
282398,[NH][C]([C@@H]1CCN1C(C)(C)C)O
282400,OC(=O)[C@@H]1CCN1C(C)C
282402,Cc1[nH]c2c(c1c1ccccc1)cccc2
282404,CC(=O)[CH][C](c1c(C)[nH]c2c1cccc2)O
282413,Cc1ccc2c3c1Cc1c3c(cc2)ccc1C
282443,OC/C=C/C1(O)CCCCC1
282450,OC(=O)c1ccc(c(c1N)C)C
282452,COc1ccc(cc1CCCC(=O)O)C
282455,OCCCCc1cc(C)ccc1OC
282471,O=C1CCC[C@H]2[C@H]1C2
282480,N#CC(=C([C@H](O)C)C)C#N
282481,COc1[nH]c(=N)c(c(c1C#N)C#N)C#N
282482,N[N][C](Cc1ccc(c(c1)OC)OC)O
282489,C/N=C(C1(CCCC1)c1ccccc1)/O
282492,CON/C(=Nc1cccc2c1cccc2)/O
282501,O/C(=N/CC1CC1)/Nc1cccc2c1cccc2
282509,O=C(OC(C)(C)C)CCN1CC1
282521,O/N=C/C1=CCCCC1
282531,c1ccc(cc1)C[N][N]Nc1ccccc1
282533,CCN(Cc1ccccc1)[N][N]c1ccccc1
282536,CCCN([N][N]c1cccnc1)CCC
282539,CCN([N][N]c1ccc[n+](c1)[O-])CC
282553,[NH][C]([C@H]1CC21c1ccccc1c1c2cccc1)O
282565,O=N(=O)[C@H]1CC21c1ccccc1c1c2cccc1
282636,OCC/N=c/[nH]c2ccccc2c2c1cccc2
282703,[O][N]c1cccc(c1)/C=C/c1ccccn1
282704,[O][N]c1cccc(c1)/C=C/c1ccncc1
282706,CCOC(=O)c1cc(C)c2c(n1)cccc2
282707,CC(=O)Cc1ccc2c(c1)c(=O)cc([nH]2)C
282716,CCOCCN(c1ccccc1)C(=O)C
282721,CCCCC[Si](c1ccccc1)(C)C
282723,COc1cc(C=C(C#N)C#N)cc(c1)OC
282728,C[C@@H]1CC[C@H](CC1)OC(=O)[C@H]1CC=CC[C@@H]1C
282739,O/C=N/c1n(C)cnc1N(=O)=O
282741,N[N][C](NO)O
282774,Cn1c2ccccc2c2c1cc1CCCCc1c2
282775,CC(=O)/C=C/c1c(C)n(c2c1cccc2)C
282795,O/N=C/c1ccc(o1)Cc1ccccc1
282806,CCC1=C(C)C(=O)O[C@H]1n1ccc(nc1=O)O
282830,CCCCN([N][N]c1ccccc1C(=N)O)C
282842,CCOC(=O)c1cnc2c(c1)cccc2
282847,OC(=O)c1cnc2c(c1)c(ccc2)N(=O)=O
282849,c1ccc(cc1)c1cnc2c(c1)cccc2
282856,COc1ccc(cc1)Cc1ccc(cc1)N
282860,CCCC[C@@H]1CN1P(=O)(OC)OC
282878,O/C(=N/c1ccccc1)/Nc1c(C)cccc1C
282978,CC/C(=Nc1ccc(c(c1)/N=C(CC)/O)C)/O
282982,CCc1cc(OC)ccc1CC
282984,COc1ccccc1[C@H]1CCCCC1=O
282986,O=C1CCCC[C@@]1(C)c1ccc(cc1)C(C)C
282995,N#Cc1cc(c(cc1C)C#N)C(C)(C)C
282998,COc1cc(ccc1C(=O)O)C(=O)O
283008,C1CC[C@]23[C@@](C1)(CCCC3)O2
283016,[NH]C1=[N]=C(c2c(N1)ccc1c2cccc1)O
283023,ON[C]([N][N][CH]c1ccc(c(c1)OC)OC)O
283025,ON[C]([N]N=C(C)C)O
283027,OCc1ccc2c(c1)cc(c(c2)OC)OC
283036,COc1cc2ccc(cc2cc1OC)[C](O)[NH]
283051,O=C1CCC[C@@](C1)(C)CN(=O)=O
283062,OC1=NC2([C@@H](C31CCCCC3)C)CCCCC2
283067,OC1=NC2([C@@H](C31CCCCC3)O)CCCCC2
283072,OC1=N[C@@]2([C@@H](C31CCCCC3)O)CCCC=C2
283073,OC1=N[C@]2(C(=O)C31CCCCC3)CCC=CC2
283093,CCC/C(=N/NC(=N)O)/C1=CCCCC1
283094,CCCCC/C(=N/NC(=N)O)/C1=CCCCC1
283130,CC1=CC[C@@]2(CC1)C(=N[C](=[N]=C2O)=O)O
283131,O=N(=O)C[C@@]1(O)CCCCC1=O
283132,O=[C]1=[N]=C([C@@]2(C(=N1)O)CCC=CC2)O
283133,O=[C]1=[N]=C([C@]2(C(=N1)O)C[C@@H]1C[C@H]2CC1)O
283142,CO[C@H]1Nc2ccccc2c2c(C1=O)cccc2
283156,S=C=Nc1ccccc1/C=C/c1ccccc1
283158,Cc1oc2c(n1)c(N)ncn2
283159,CCc1oc2c(n1)c(N)ncn2
283161,CCC1=N[C]2C(=NC=[N]=C2O)O1
283165,Cc1nc2c(o1)ncnc2N1CCCCC1
283173,CCOC(=O)c1cc2c([nH]1)cccc2N(=O)=O
283176,O=N(=O)c1ccc2c(c1)c(N(=O)=O)c(n2C)C
283180,CC(=O)c1c[nH]c2c1ccc(c2)N(=O)=O
283184,CO/C(=NCc1nc2c([nH]1)cccc2)/O
283197,O[C@@H]1CC[C@@H]2[C@@H](C1)CCCN2
283223,CCC([C@@H]1CCCS1(=O)=O)(CC)O
283242,CN(C(=O)c1ccccc1)C(=O)c1ccccc1
283273,O=c1c2nccnc2nc2n1CCCCC2
283276,CCOC(=O)c1c(C)nc([nH]c1=N)C
283285,COc1ccc(c(c1)C)C=O
283286,O=C1CC[C@]2(C(=C1)C=CC2=O)C
283291,OCC1(CCCCC1)/N=C/O
283293,O=C1CCCC(=O)C1=Cc1c[nH]c2c1cccc2
283300,Cc1cc(C)c2c(c1)c1ccccc1nc2
283322,COCc1ccccc1OC
283323,CCN(CCOCCN(CC)CC)CC
283324,CCc1ccc(c(c1)OC)CC
283327,OC(=O)c1cccc(c1N(=O)=O)N(=O)=O
283331,C1COC(O1)c1ccncc1
283333,CC(CC(=NO)CC(C)C)C
283344,[O][N]N(C(=N)O)CCC(N(=O)=O)(N(=O)=O)C
283350,CN([C]([C]1C=CC=C1)N(C)C)C
283356,CN(C1CCCCC1)N
283357,CN(C(C)C)N
283358,CC(N([N][N]N(C(C)C)C)C)C
283362,N#CCCCCCCCCC(=O)OCCC#N
283364,O=CN(COCN(C=O)C)C
283368,CCCCCCN(N(=O)=O)CCCCCC
283372,CCCCCCCNNC(=[NH2])[NH]
283379,[NH]c1nnc([nH][nH]1)[NH]
283380,C/C(=Nc1nnc(o1)C)/O
283383,C[C@H](CNC(=O)C(=O)NC[C@@H](O)C)O
283385,C1CN=C(O1)C1=NCCO1
283389,CNC(=N)NN(Cc1ccccc1)N=O
283391,c1ccc(cc1)C(n1cncc1)c1ccccc1
283401,NNc1ncc[nH]1
283405,OC(=N)NN(C(=N)O)C
283406,N#CC(C#N)(CCC#N)CCC#N
283408,Cc1ccc(cc1)c1nnc(o1)C
283414,CCOC(=O)Cc1nnnn1C
283415,[NH]C1=N[N]NN1c1ccc(cc1)C
283416,C/C(=Nc1nnnn1C)/O
283419,CC(=O)OCCn1cnnn1
283420,CCOC(=O)[C@H](n1cnnn1)C
283421,CCOC(=O)CC1=N[N]N([N]1)C
283423,CCc1nnnn1C
283427,OCCN[C@H]1C[C@H](C)CC[C@H]1C(C)C
283441,CSc1nc(=O)c2c(n1C)[nH]cc2
283442,CSc1nc(=O)cc(n1C)N
283443,CSc1nc2[nH]ccc2c(=O)n1C
283444,CSc1nc(O)c2c(n1)n(C)cc2
283447,CC1=CC(=Nc2c(O1)cccn2)O
283449,O=C(N1CCCCC1)Oc1ccccc1
283460,On1cnc2c(c1=O)n[nH]c2C
283461,Cc1c(N)c(n[nH]1)C(=O)NO
283462,CSc1nc2c(C)[nH]nc2c(=O)[nH]1
283474,O=CN(c1ccc(cc1)C(=O)O)CC=C
283475,CNc1ccc(cc1N(=O)=O)C(=O)O
283477,CCOC(=O)C1=C[C@@H]2C=CCC=C2NC1=N
283478,Cc1cc(O)oc(=O)c1
283482,COC(=O)[C@@]12COC(=O)[C@H]2COC1=O
283483,CC(=O)N1Cc2c(C1)nc1c(c2)cccc1
283487,CC(=O)N1CCc2c1cc1ccccc1n2
283497,CCOP(=O)(CCN(C)C)OCC
283515,Oc1nc(=O)c2c(c1)[nH][nH]c2N
283519,C[C@@H]1CN1N
283534,OC1=Nc2ccccc2N=C(C1)O
283545,CCCCCCCNc1ccc(cc1)C(=O)O
283552,CCCCCNc1ccc(cc1)C(=O)O
283560,CCCCCNc1ccc(cc1)C(=O)OCC
283561,CCCCC/C=C/CCCCCCC=C
283569,[NH]C1=[N]=C(NN1)O
283574,[NH][C](c1nc([nH]c1N)O)O
283576,[NH][C](c1nc([nH]c1N)C)O
283577,CN(n1cnc(c1N)C(=N)O)C
283633,OCP(CO)C
283635,On1nnc2c(c1N)nnc2C
283636,NN1N[N]c2c(C1=O)n[n]c2C
283637,CCC#CC(=O)CC
283638,CC#CC(=O)c1ccccc1
283648,COC(=O)[C@H]1CC[C@@]2([C@@H](C1)[C@H](C)C(=O)C=C2)C
283649,O=C1O[C@H]2[C@H]3[C@]1(C)[C@@H](CC2)C3
283650,OC[C@@]1(C)[C@H]2CC[C@H]([C@@H]1C2)O
283652,OC[C@@]1(C)[C@H]2CC[C@@]([C@@H]1C2)(C)O
283661,O=C1CC[C@@]2([C@@H]([C@H]1C)C[C@@H](CC2)C(O)(C)C)C
283662,CC(=C)[C@@H]1CC[C@]2([C@@](C1)(O)[C@@H](C)[C@H](CC2)O)C
283663,N=c1oc2c(s1)c(ccc2C)C(C)C
283665,COC(=O)[C@@H]1CC[C@]2([C@H](C1)[C@@H](C)C(=O)CC2)C
283670,COC(=O)C1=CC[C@@H](CC1)[C@@]1(C)CO1
283671,O/N=C/[C@@]1(C)[C@H]2CC[C@H]([C@@H]1C2)O
283673,O[C@H]1O[C@H]2[C@H]3[C@]1(C)[C@@H](CC2)C3
283676,COC(=O)C1(C(=O)OC)[C@@H]2[C@H]1CCCC2
283680,OC(=O)[C@@H]1[C@H]2[C@H]1CC=CC2
283682,O=C1N([C@@H]2C=CC=CC=C2)C(=O)c2c1cccc2
283685,N[N]c1[nH][n]nc2c1cccc2
283696,OC(=O)C[C@@H]1CCCNC1
283700,O=C1O[C@H]2c3c1cccc3c1c2cccc1
283715,O/C=N/c1ccc2c(c1)nc(c1c2cccc1)O
283728,CCCCCCCCSC=C
283743,O=C1CC=C(O1)c1ccccc1
283748,C=CCOc1cc(C=O)ccc1OCC=C
283762,C[C@H]1OC(=O)[C@@H](C1)Cc1cccc2c1cccc2
283763,OC(=O)[C@@H]1C[C@@H](C)c2c(C1)c(C)ccc2C
283779,O/C(=N/CCN(=O)=O)/c1ccccc1
283782,O[N][CH]c1c(C)cc(cc1C)C
283784,CC(CC[S@](=O)c1ccccc1)C
283789,COP(=O)([C@H]1C[C@H]2C[C@@H]1CC2)OC
283792,CNC1(CCCCC1)C(=N)O
283797,OCCCCSCC
283800,[O][S@]1CCCO1
283801,[O][S@@]1CCCCO1
283813,OC1=N[C@@H](C1)C=C
283815,CCC(c1ccc2c(c1)cccn2)(CC)O
283816,CCOC(=O)c1cccc2c1cccn2
283818,O/N=C(/c1ccc2c(c1)c(=O)cc([nH]2)C)C
283841,CNc1cccc(c1)C(=O)O
283847,C/C(=N[C@H](C(=N)O)C#N)/OCC
283848,N#C[C@@H](C(=N)O)NC(=N)O
283851,CCOC(=O)c1cc2c(o1)ncc(c2)N(=O)=O
283864,OC[C@H]1O[C@@H]2[C@H]([C@@H]1O)OC(=N)N2
283872,CC[P@]1(=O)Nc2c(S1)cccc2
283879,O=CC(c1ccccc1)(C)C
283880,C[C@@H]1[C@H](CC#N)CC[C@H]1C
283892,N=C1C(=O)c2ccccc2c2c1cccc2
283901,O=C1CC(=O)C=C(O1)C
283904,O=C(c1ccccc1)[C@@H]1C[C@H]1CCC(=O)O
283919,Oc1n[nH]c(c1N)c1ccccc1
283921,Cc1c[nH]nc1c1ccccc1
283925,O=C1OC(C)(C)[C@H]2C[C@]1(C)CC2
283926,CC([C@@]12CC[C@](C2)(C(=O)O1)C)C
283930,O=C1OC(=O)[C@@H]2[C@@H]1[C@@H]1C=C[C@H]2C1=C(C)C
283931,O=C(c1n[nH]nn1)c1ccccc1
283935,COc1cc(C)ccc1C(=O)CCCC(=O)O
283943,C[C@H]1O[C@H](C)CN=C(C1)O
