PCCDB-ID,SMILES
199429,CC[C@]12CO[C@H](OC1)OC2
199430,CC[C@]12OC[C@](CO1)(CO2)C
199445,O[C@H](C1CCCCC1)C#C
199448,O[C@@H]1CC[C@H](CC1)N1C(=O)N=C([C@@H](C1=O)C)O
199461,OCC1(CCN(CC1)C)c1ccccc1
199498,CCCCCCCSC(=[NH2])[NH]
199531,Oc1ccc(cc1)C1CNC1
199534,OCC(=C)C(=O)O
199539,C#C[C@@](C1CC1)(O)C
199543,C#CCOC(=O)C#C
199549,O=C1O[C@@H](C)c2c(C1)cccc2
199574,O=C(c1ccncc1)NN=C1CCCC1
199575,Cc1ccc(nc1)C(=O)O
199576,OCCCN1CCOCC1
199585,COc1ccccc1/C(=NCC(=O)N(C)C)/O
199588,O=C1CCCCCCCC(=O)OCCO1
199592,CN(C(=O)C/N=C(c1ccccc1)/O)C
199600,OCC(COc1ccc(cc1)C)(CO)C
199639,OC1=NC(=CC(N1)(C)C)C
199647,OC[C@H](c1ccccc1)N1CCCCC1
199672,CCN(CCC(C)C)CC
199676,OC(=O)[C@@H]1CCC=C[C@@H]1C
199677,CCC1(CC)CCO1
199683,N=C(N1CCCCC1)NC(=[NH2])[NH]
199686,CSCCSP(OC)(OC)[S]
199689,SC[C@@H]1CS1
199692,CCCCOP(=O)(CC=C)OCCCC
199693,Oc1ccc(cc1)C[C@H](c1ccccc1)N
199705,OC(=O)c1cc(C)c(cc1O)O
199707,NCCSC1=NCCS1
199771,[NH]C1=N[C](NN1N)c1ccccc1
199772,NN1[N]C(=N[C]1c1ccncc1)c1ccncc1
199788,OC1=[N]=[C](=NN=C1N1CCOCC1)O
199798,C1CCC(CC1)CN1CCCC1
199802,N#CC1(CCCC1)/N=C(/O)C
199818,NCC1(N)CCCC1
199852,NCCc1ccccc1[Si](C)(C)C
199854,NCCc1cccc(c1)[Si](C)(C)C
199855,N#CC1(O)CCCC1
199871,CN1C(=S)S/C(=C/c2ccccc2)/C1=O
199879,CCOCCP(=O)(OCC)OCC
